test,test,test,test,1,111111111111111111111111111111
Santiago,Buenos Aires,Directo,22-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,17-03-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,22-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,19-08-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,07-11-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,01-10-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,04-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,25-07-2026,80,111111111111111111111111111111
Piura,Lima,Directo,15-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,19-09-2026,100,111111111111111111111111111111
Lima,Cusco,Directo,20-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,12-01-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,22-04-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,23-06-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,22-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,26-10-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,08-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-07-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,10-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,14-09-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,13-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,11-12-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,14-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,13-01-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,28-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,02-10-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,21-03-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,20-04-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,11-11-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,14-09-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,24-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,07-07-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,20-06-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,13-06-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,10-02-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,14-07-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,27-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,10-10-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,06-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,19-12-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,06-04-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,27-04-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,10-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,13-04-2026,150,111111111111111111111111111111
Piura,Lima,Directo,27-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-08-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,07-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,11-03-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,14-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,09-09-2026,250,111111111111111111111111111111
Piura,Lima,Directo,28-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,27-10-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,15-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,16-01-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,01-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,18-08-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,22-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,23-06-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,16-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,06-07-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,14-06-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,05-05-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,12-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,23-05-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,04-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,08-12-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,13-03-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-02-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,12-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,18-05-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,07-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,02-10-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,17-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,19-05-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,15-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,28-07-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,16-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-04-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,04-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,01-11-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,28-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,09-07-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,26-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,01-09-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,25-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,23-08-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,04-09-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-02-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,02-04-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,19-12-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,18-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,10-05-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,18-05-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,24-08-2026,350,111111111111111111111111111111
Piura,Lima,Directo,22-01-2026,100,111111111111111111111111111111
Lima,Piura,Directo,21-02-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,24-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,18-06-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,21-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,10-08-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,16-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,03-06-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,27-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,02-11-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,01-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,04-12-2026,300,111111111111111111111111111111
Piura,Lima,Directo,17-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-12-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,14-06-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,27-04-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,23-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,05-06-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,05-12-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-05-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,01-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,24-02-2026,250,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,19-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,01-01-2026,200,111111111111111111111111111111
Piura,Lima,Directo,19-12-2026,100,111111111111111111111111111111
Lima,Piura,Directo,10-10-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,21-05-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,02-12-2026,350,111111111111111111111111111111
Piura,Lima,Directo,14-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,19-03-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,03-02-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,19-02-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,23-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,25-11-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,21-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,25-01-2026,300,111111111111111111111111111111
Piura,Lima,Directo,25-04-2026,100,111111111111111111111111111111
Lima,Piura,Directo,25-12-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,17-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,21-11-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,13-10-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,10-06-2026,150,111111111111111111111111111111
Piura,Lima,Directo,11-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,22-07-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,04-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,01-11-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,06-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,15-07-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,14-02-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,28-02-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,25-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,13-01-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,06-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,15-11-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,14-06-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,22-03-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,07-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,10-03-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,21-09-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,01-05-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,11-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-02-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,23-12-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,24-01-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,15-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,01-05-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,03-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,20-10-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,24-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,23-02-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,15-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,17-08-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,28-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,25-06-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,28-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,19-01-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,06-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,10-05-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,25-07-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,07-03-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,28-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,27-03-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,05-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,27-03-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,01-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-09-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,04-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,09-02-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,26-12-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,07-03-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,02-08-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,17-10-2026,150,111111111111111111111111111111
Piura,Lima,Directo,27-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-08-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,26-06-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-12-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,28-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,14-05-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,04-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,03-02-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,05-07-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-11-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,26-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,01-03-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,22-03-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-04-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,01-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,20-01-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,03-07-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,17-12-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,04-03-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,27-05-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,11-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,28-12-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,27-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,09-05-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,23-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,28-01-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,17-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,26-12-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,03-07-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,21-11-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,02-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,03-01-2026,350,111111111111111111111111111111
Piura,Lima,Directo,23-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,07-12-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,27-08-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,24-10-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,02-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,24-08-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,09-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,07-10-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,19-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,25-04-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,06-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,26-09-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,16-10-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,12-07-2026,200,111111111111111111111111111111
Lima,Santiago,Directo,10-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,21-03-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,24-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,28-09-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,16-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,17-01-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,09-01-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,06-06-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,22-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-03-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,11-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,08-03-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,06-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,21-04-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,01-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,25-08-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,09-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,05-06-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,20-02-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,02-12-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,15-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,10-04-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,23-01-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,25-11-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,07-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,06-11-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,18-01-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,03-03-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,06-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,04-10-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,26-11-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,25-02-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,18-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,03-08-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,27-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,07-04-2026,80,111111111111111111111111111111
Piura,Lima,Directo,14-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-10-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,13-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,20-07-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,05-04-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,11-03-2026,150,111111111111111111111111111111
Piura,Lima,Directo,28-04-2026,100,111111111111111111111111111111
Lima,Piura,Directo,20-05-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,20-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,25-05-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,09-04-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,05-06-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,05-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-12-2026,300,111111111111111111111111111111
Piura,Lima,Directo,23-04-2026,100,111111111111111111111111111111
Lima,Piura,Directo,06-05-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,25-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,13-02-2026,200,111111111111111111111111111111
Piura,Lima,Directo,07-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-12-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,06-05-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,04-10-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,24-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,08-11-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,01-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,08-12-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,14-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,14-02-2026,80,111111111111111111111111111111
Piura,Lima,Directo,13-12-2026,100,111111111111111111111111111111
Lima,Piura,Directo,01-06-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,16-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,19-10-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,16-03-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-11-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,09-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,14-08-2026,250,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,04-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,15-10-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,27-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-08-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,09-07-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-10-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,10-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,25-04-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,22-10-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,08-06-2026,200,111111111111111111111111111111
Lima,Cusco,Directo,21-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,12-04-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,11-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,10-09-2026,300,111111111111111111111111111111
Piura,Lima,Directo,04-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,03-10-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,04-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,11-04-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,12-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,18-07-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,21-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,08-04-2026,350,111111111111111111111111111111
Lima,Santiago,Directo,22-10-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,16-10-2026,250,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,20-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-09-2026,200,111111111111111111111111111111
Piura,Lima,Directo,08-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,02-01-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,05-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-11-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,23-12-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,09-01-2026,250,111111111111111111111111111111
Piura,Lima,Directo,24-09-2026,100,111111111111111111111111111111
Lima,Piura,Directo,01-08-2026,100,111111111111111111111111111111
Piura,Lima,Directo,07-12-2026,100,111111111111111111111111111111
Lima,Piura,Directo,23-08-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,01-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,24-06-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,27-06-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,11-05-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,02-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,01-10-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,14-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,04-09-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,05-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,18-11-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,18-04-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-07-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,06-12-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,02-10-2026,250,111111111111111111111111111111
Piura,Lima,Directo,08-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,24-08-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,18-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,17-06-2026,80,111111111111111111111111111111
Piura,Lima,Directo,28-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,27-01-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,15-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,15-06-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,13-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,01-01-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,11-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,23-05-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,02-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,06-04-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,15-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,12-06-2026,250,111111111111111111111111111111
Cusco,Arequipa,Directo,14-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,01-03-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,22-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,25-05-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,28-07-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,23-11-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,17-01-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,04-04-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,01-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,25-07-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,14-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-12-2026,80,111111111111111111111111111111
Piura,Lima,Directo,19-10-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-01-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,24-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,20-01-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,22-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-09-2026,200,111111111111111111111111111111
Lima,Arequipa,Directo,19-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,26-12-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,12-03-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-08-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,17-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,22-06-2026,300,111111111111111111111111111111
Piura,Lima,Directo,07-02-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-04-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,20-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,25-07-2026,80,111111111111111111111111111111
Piura,Lima,Directo,20-07-2026,100,111111111111111111111111111111
Lima,Piura,Directo,22-02-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,16-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,27-02-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,20-04-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,13-06-2026,300,111111111111111111111111111111
